,Date,Wochentag,Feiertag
555,2019-07-10,nan,0
556,2019-07-11,nan,0
557,2019-07-12,nan,0
558,2019-07-13,nan,0
559,2019-07-14,nan,0
560,2019-07-15,nan,0
561,2019-07-16,nan,0
562,2019-07-17,nan,0
563,2019-07-18,nan,0
564,2019-07-19,nan,0
565,2019-07-20,nan,0
566,2019-07-21,nan,0
567,2019-07-22,nan,0
568,2019-07-23,nan,0
569,2019-07-24,nan,0
570,2019-07-25,nan,0
571,2019-07-26,nan,0
572,2019-07-27,nan,0
573,2019-07-28,nan,0
574,2019-07-29,nan,0
575,2019-07-30,nan,0
576,2019-07-31,nan,0
577,2019-08-01,nan,0
578,2019-08-02,nan,0
579,2019-08-03,nan,0
580,2019-08-04,nan,0
581,2019-08-05,nan,0
582,2019-08-06,nan,0
583,2019-08-07,nan,0
584,2019-08-08,Donnerstag,1
585,2019-08-09,nan,0
586,2019-08-10,nan,0
587,2019-08-11,nan,0
588,2019-08-12,nan,0
589,2019-08-13,nan,0
590,2019-08-14,nan,0
591,2019-08-15,Donnerstag,1
592,2019-08-16,nan,0
593,2019-08-17,nan,0
594,2019-08-18,nan,0
595,2019-08-19,nan,0
596,2019-08-20,nan,0
597,2019-08-21,nan,0
598,2019-08-22,nan,0
599,2019-08-23,nan,0
600,2019-08-24,nan,0
601,2019-08-25,nan,0
602,2019-08-26,nan,0
603,2019-08-27,nan,0
604,2019-08-28,nan,0
605,2019-08-29,nan,0
606,2019-08-30,nan,0
607,2019-08-31,nan,0
608,2019-09-01,nan,0
609,2019-09-02,nan,0
610,2019-09-03,nan,0
611,2019-09-04,nan,0
612,2019-09-05,nan,0
613,2019-09-06,nan,0
614,2019-09-07,nan,0
615,2019-09-08,nan,0
616,2019-09-09,nan,0
617,2019-09-10,nan,0
618,2019-09-11,nan,0
619,2019-09-12,nan,0
620,2019-09-13,nan,0
621,2019-09-14,nan,0
622,2019-09-15,nan,0
623,2019-09-16,nan,0
624,2019-09-17,nan,0
625,2019-09-18,nan,0
626,2019-09-19,nan,0
627,2019-09-20,Freitag,1
628,2019-09-21,nan,0
629,2019-09-22,nan,0
630,2019-09-23,nan,0
631,2019-09-24,nan,0
632,2019-09-25,nan,0
633,2019-09-26,nan,0
634,2019-09-27,nan,0
635,2019-09-28,nan,0
636,2019-09-29,nan,0
637,2019-09-30,nan,0
638,2019-10-01,nan,0
639,2019-10-02,nan,0
640,2019-10-03,Donnerstag,1
641,2019-10-04,nan,0
642,2019-10-05,nan,0
643,2019-10-06,nan,0
644,2019-10-07,nan,0
645,2019-10-08,nan,0
646,2019-10-09,nan,0
647,2019-10-10,nan,0
648,2019-10-11,nan,0
649,2019-10-12,nan,0
650,2019-10-13,nan,0
651,2019-10-14,nan,0
652,2019-10-15,nan,0
653,2019-10-16,nan,0
654,2019-10-17,nan,0
655,2019-10-18,nan,0
656,2019-10-19,nan,0
657,2019-10-20,nan,0
658,2019-10-21,nan,0
659,2019-10-22,nan,0
660,2019-10-23,nan,0
661,2019-10-24,nan,0
662,2019-10-25,nan,0
663,2019-10-26,nan,0
664,2019-10-27,nan,0
665,2019-10-28,nan,0
666,2019-10-29,nan,0
667,2019-10-30,nan,0
668,2019-10-31,Donnerstag,1
669,2019-11-01,Freitag,1
670,2019-11-02,nan,0
671,2019-11-03,nan,0
672,2019-11-04,nan,0
673,2019-11-05,nan,0
674,2019-11-06,nan,0
675,2019-11-07,nan,0
676,2019-11-08,nan,0
677,2019-11-09,nan,0
678,2019-11-10,nan,0
679,2019-11-11,nan,0
680,2019-11-12,nan,0
681,2019-11-13,nan,0
682,2019-11-14,nan,0
683,2019-11-15,nan,0
684,2019-11-16,nan,0
685,2019-11-17,nan,0
686,2019-11-18,nan,0
687,2019-11-19,nan,0
688,2019-11-20,Mittwoch,1
689,2019-11-21,nan,0
690,2019-11-22,nan,0
691,2019-11-23,nan,0
692,2019-11-24,nan,0
693,2019-11-25,nan,0
694,2019-11-26,nan,0
695,2019-11-27,nan,0
696,2019-11-28,nan,0
697,2019-11-29,nan,0
698,2019-11-30,nan,0
699,2019-12-01,nan,0
700,2019-12-02,nan,0
701,2019-12-03,nan,0
702,2019-12-04,nan,0
703,2019-12-05,nan,0
704,2019-12-06,nan,0
705,2019-12-07,nan,0
706,2019-12-08,nan,0
707,2019-12-09,nan,0
708,2019-12-10,nan,0
709,2019-12-11,nan,0
710,2019-12-12,nan,0
711,2019-12-13,nan,0
712,2019-12-14,nan,0
713,2019-12-15,nan,0
714,2019-12-16,nan,0
715,2019-12-17,nan,0
716,2019-12-18,nan,0
717,2019-12-19,nan,0
718,2019-12-20,nan,0
719,2019-12-21,nan,0
720,2019-12-22,nan,0
721,2019-12-23,nan,0
722,2019-12-24,nan,0
723,2019-12-25,Mittwoch,1
724,2019-12-26,Donnerstag,1
725,2019-12-27,nan,0
726,2019-12-28,nan,0
727,2019-12-29,nan,0
728,2019-12-30,nan,0
729,2019-12-31,nan,0
730,2020-01-01,Mittwoch,1
731,2020-01-02,nan,0
732,2020-01-03,nan,0
733,2020-01-04,nan,0
734,2020-01-05,nan,0
735,2020-01-06,Montag,1
736,2020-01-07,nan,0
737,2020-01-08,nan,0
738,2020-01-09,nan,0
739,2020-01-10,nan,0
740,2020-01-11,nan,0
741,2020-01-12,nan,0
742,2020-01-13,nan,0
743,2020-01-14,nan,0
744,2020-01-15,nan,0
745,2020-01-16,nan,0
746,2020-01-17,nan,0
747,2020-01-18,nan,0
748,2020-01-19,nan,0
749,2020-01-20,nan,0
750,2020-01-21,nan,0
751,2020-01-22,nan,0
752,2020-01-23,nan,0
753,2020-01-24,nan,0
754,2020-01-25,nan,0
755,2020-01-26,nan,0
756,2020-01-27,nan,0
757,2020-01-28,nan,0
758,2020-01-29,nan,0
759,2020-01-30,nan,0
760,2020-01-31,nan,0
761,2020-02-01,nan,0
762,2020-02-02,nan,0
763,2020-02-03,nan,0
764,2020-02-04,nan,0
765,2020-02-05,nan,0
766,2020-02-06,nan,0
767,2020-02-07,nan,0
768,2020-02-08,nan,0
769,2020-02-09,nan,0
770,2020-02-10,nan,0
771,2020-02-11,nan,0
772,2020-02-12,nan,0
773,2020-02-13,nan,0
774,2020-02-14,nan,0
775,2020-02-15,nan,0
776,2020-02-16,nan,0
777,2020-02-17,nan,0
778,2020-02-18,nan,0
779,2020-02-19,nan,0
780,2020-02-20,nan,0
781,2020-02-21,nan,0
782,2020-02-22,nan,0
783,2020-02-23,nan,0
784,2020-02-24,nan,0
785,2020-02-25,nan,0
786,2020-02-26,nan,0
787,2020-02-27,nan,0
788,2020-02-28,nan,0
789,2020-02-29,nan,0
790,2020-03-01,nan,0
791,2020-03-02,nan,0
792,2020-03-03,nan,0
793,2020-03-04,nan,0
794,2020-03-05,nan,0
795,2020-03-06,nan,0
796,2020-03-07,nan,0
797,2020-03-08,Sonntag,1
798,2020-03-09,nan,0
799,2020-03-10,nan,0
800,2020-03-11,nan,0
801,2020-03-12,nan,0
802,2020-03-13,nan,0
803,2020-03-14,nan,0
804,2020-03-15,nan,0
805,2020-03-16,nan,0
806,2020-03-17,nan,0
807,2020-03-18,nan,0
808,2020-03-19,nan,0
809,2020-03-20,nan,0
810,2020-03-21,nan,0
811,2020-03-22,nan,0
812,2020-03-23,nan,0
813,2020-03-24,nan,0
814,2020-03-25,nan,0
815,2020-03-26,nan,0
816,2020-03-27,nan,0
817,2020-03-28,nan,0
818,2020-03-29,nan,0
819,2020-03-30,nan,0
820,2020-03-31,nan,0
821,2020-04-01,nan,0
822,2020-04-02,nan,0
823,2020-04-03,nan,0
824,2020-04-04,nan,0
825,2020-04-05,nan,0
826,2020-04-06,nan,0
827,2020-04-07,nan,0
828,2020-04-08,nan,0
829,2020-04-09,nan,0
830,2020-04-10,Freitag,1
831,2020-04-11,nan,0
832,2020-04-12,Sonntag,1
833,2020-04-13,Montag,1
834,2020-04-14,nan,0
835,2020-04-15,nan,0
836,2020-04-16,nan,0
837,2020-04-17,nan,0
838,2020-04-18,nan,0
839,2020-04-19,nan,0
840,2020-04-20,nan,0
841,2020-04-21,nan,0
842,2020-04-22,nan,0
843,2020-04-23,nan,0
844,2020-04-24,nan,0
845,2020-04-25,nan,0
846,2020-04-26,nan,0
847,2020-04-27,nan,0
848,2020-04-28,nan,0
849,2020-04-29,nan,0
850,2020-04-30,nan,0
851,2020-05-01,Freitag,1
852,2020-05-02,nan,0
853,2020-05-03,nan,0
854,2020-05-04,nan,0
855,2020-05-05,nan,0
856,2020-05-06,nan,0
857,2020-05-07,nan,0
858,2020-05-08,Freitag,1
859,2020-05-09,nan,0
860,2020-05-10,nan,0
861,2020-05-11,nan,0
862,2020-05-12,nan,0
863,2020-05-13,nan,0
864,2020-05-14,nan,0
865,2020-05-15,nan,0
866,2020-05-16,nan,0
867,2020-05-17,nan,0
868,2020-05-18,nan,0
869,2020-05-19,nan,0
870,2020-05-20,nan,0
871,2020-05-21,Donnerstag,1
872,2020-05-22,nan,0
873,2020-05-23,nan,0
874,2020-05-24,nan,0
875,2020-05-25,nan,0
876,2020-05-26,nan,0
877,2020-05-27,nan,0
878,2020-05-28,nan,0
879,2020-05-29,nan,0
880,2020-05-30,nan,0
881,2020-05-31,Sonntag,1
882,2020-06-01,Montag,1
883,2020-06-02,nan,0
884,2020-06-03,nan,0
885,2020-06-04,nan,0
886,2020-06-05,nan,0
887,2020-06-06,nan,0
888,2020-06-07,nan,0
889,2020-06-08,nan,0
890,2020-06-09,nan,0
891,2020-06-10,nan,0
892,2020-06-11,Donnerstag,1
893,2020-06-12,nan,0
894,2020-06-13,nan,0
895,2020-06-14,nan,0
896,2020-06-15,nan,0
897,2020-06-16,nan,0
898,2020-06-17,nan,0
899,2020-06-18,nan,0
900,2020-06-19,nan,0
901,2020-06-20,nan,0
902,2020-06-21,nan,0
903,2020-06-22,nan,0
904,2020-06-23,nan,0
905,2020-06-24,nan,0
906,2020-06-25,nan,0
907,2020-06-26,nan,0
908,2020-06-27,nan,0
909,2020-06-28,nan,0
910,2020-06-29,nan,0
911,2020-06-30,nan,0
912,2020-07-01,nan,0
913,2020-07-02,nan,0
914,2020-07-03,nan,0
915,2020-07-04,nan,0
916,2020-07-05,nan,0
917,2020-07-06,nan,0
918,2020-07-07,nan,0
919,2020-07-08,nan,0
920,2020-07-09,nan,0
921,2020-07-10,nan,0
922,2020-07-11,nan,0
923,2020-07-12,nan,0
924,2020-07-13,nan,0
925,2020-07-14,nan,0
926,2020-07-15,nan,0
927,2020-07-16,nan,0
928,2020-07-17,nan,0
929,2020-07-18,nan,0
930,2020-07-19,nan,0
931,2020-07-20,nan,0
932,2020-07-21,nan,0
933,2020-07-22,nan,0
934,2020-07-23,nan,0
935,2020-07-24,nan,0
936,2020-07-25,nan,0
937,2020-07-26,nan,0
938,2020-07-27,nan,0
939,2020-07-28,nan,0
940,2020-07-29,nan,0
941,2020-07-30,nan,0
942,2020-07-31,nan,0
943,2020-08-01,nan,0
944,2020-08-02,nan,0
945,2020-08-03,nan,0
946,2020-08-04,nan,0
947,2020-08-05,nan,0
948,2020-08-06,nan,0
949,2020-08-07,nan,0
950,2020-08-08,Samstag,1
951,2020-08-09,nan,0
952,2020-08-10,nan,0
953,2020-08-11,nan,0
954,2020-08-12,nan,0
955,2020-08-13,nan,0
956,2020-08-14,nan,0
957,2020-08-15,Samstag,1
958,2020-08-16,nan,0
959,2020-08-17,nan,0
960,2020-08-18,nan,0
961,2020-08-19,nan,0
962,2020-08-20,nan,0
963,2020-08-21,nan,0
964,2020-08-22,nan,0
965,2020-08-23,nan,0
966,2020-08-24,nan,0
967,2020-08-25,nan,0
968,2020-08-26,nan,0
969,2020-08-27,nan,0
970,2020-08-28,nan,0
971,2020-08-29,nan,0
972,2020-08-30,nan,0
973,2020-08-31,nan,0
974,2020-09-01,nan,0
975,2020-09-02,nan,0
976,2020-09-03,nan,0
977,2020-09-04,nan,0
978,2020-09-05,nan,0
979,2020-09-06,nan,0
980,2020-09-07,nan,0
981,2020-09-08,nan,0
982,2020-09-09,nan,0
983,2020-09-10,nan,0
984,2020-09-11,nan,0
985,2020-09-12,nan,0
